Scenario,Sector,Year,Value
BNEF-NEO-Green_2021,Transportation,2030,7.631
BNEF-NEO-Green_2021,Transportation,2031,7.272
BNEF-NEO-Green_2021,Transportation,2032,6.803
BNEF-NEO-Green_2021,Transportation,2033,6.309
BNEF-NEO-Green_2021,Transportation,2034,5.732
BNEF-NEO-Green_2021,Transportation,2035,5.13
BNEF-NEO-Green_2021,Transportation,2036,4.516
BNEF-NEO-Green_2021,Transportation,2037,3.932
BNEF-NEO-Green_2021,Transportation,2038,3.371
BNEF-NEO-Green_2021,Transportation,2039,2.851
BNEF-NEO-Green_2021,Transportation,2040,2.384
BNEF-NEO-Green_2021,Transportation,2041,1.96
BNEF-NEO-Green_2021,Transportation,2042,1.601
BNEF-NEO-Green_2021,Transportation,2043,1.293
BNEF-NEO-Green_2021,Transportation,2044,1.031
BNEF-NEO-Green_2021,Transportation,2045,0.808
BNEF-NEO-Green_2021,Transportation,2046,0.616
BNEF-NEO-Green_2021,Transportation,2047,0.446
BNEF-NEO-Green_2021,Transportation,2048,0.293
BNEF-NEO-Green_2021,Transportation,2049,0.154
BNEF-NEO-Green_2021,Transportation,2050,0
BNEF-NEO-Green_2021,Industry,2020,11.724
BNEF-NEO-Green_2021,Industry,2021,11.829
BNEF-NEO-Green_2021,Industry,2022,12.067
BNEF-NEO-Green_2021,Industry,2023,12.071
BNEF-NEO-Green_2021,Industry,2024,12.019
BNEF-NEO-Green_2021,Industry,2025,11.725
BNEF-NEO-Green_2021,Industry,2026,11.342
BNEF-NEO-Green_2021,Industry,2027,10.845
BNEF-NEO-Green_2021,Industry,2028,9.99
BNEF-NEO-Green_2021,Industry,2029,9.07
BNEF-NEO-Green_2021,Industry,2030,8.388
BNEF-NEO-Green_2021,Industry,2031,7.869
BNEF-NEO-Green_2021,Industry,2032,7.236
BNEF-NEO-Green_2021,Industry,2033,6.622
BNEF-NEO-Green_2021,Industry,2034,6.111
BNEF-NEO-Green_2021,Industry,2035,5.57
BNEF-NEO-Green_2021,Industry,2036,5.111
BNEF-NEO-Green_2021,Industry,2037,4.689
BNEF-NEO-Green_2021,Industry,2038,4.273
BNEF-NEO-Green_2021,Industry,2039,3.858
BNEF-NEO-Green_2021,Industry,2040,3.473
BNEF-NEO-Green_2021,Industry,2041,3.095
BNEF-NEO-Green_2021,Industry,2042,2.746
BNEF-NEO-Green_2021,Industry,2043,2.398
BNEF-NEO-Green_2021,Industry,2044,2.049
BNEF-NEO-Green_2021,Industry,2045,1.708
BNEF-NEO-Green_2021,Industry,2046,1.371
BNEF-NEO-Green_2021,Industry,2047,1.031
BNEF-NEO-Green_2021,Industry,2048,0.693
BNEF-NEO-Green_2021,Industry,2049,0.365
BNEF-NEO-Green_2021,Industry,2050,0
BNEF-NEO-Green_2021,Total,2020,29.801
BNEF-NEO-Green_2021,Total,2021,31.04
BNEF-NEO-Green_2021,Total,2022,31.757
BNEF-NEO-Green_2021,Total,2023,31.675
BNEF-NEO-Green_2021,Total,2024,31.514
BNEF-NEO-Green_2021,Total,2025,30.825
BNEF-NEO-Green_2021,Total,2026,29.949
BNEF-NEO-Green_2021,Total,2027,28.826
BNEF-NEO-Green_2021,Total,2028,26.906
BNEF-NEO-Green_2021,Total,2029,24.83
BNEF-NEO-Green_2021,Total,2030,23.077
BNEF-NEO-Green_2021,Total,2031,21.566
BNEF-NEO-Green_2021,Total,2032,19.826
BNEF-NEO-Green_2021,Total,2033,18.122
BNEF-NEO-Green_2021,Total,2034,16.56
BNEF-NEO-Green_2021,Total,2035,14.956
BNEF-NEO-Green_2021,Total,2036,13.46
BNEF-NEO-Green_2021,Total,2037,12.077
BNEF-NEO-Green_2021,Total,2038,10.745
BNEF-NEO-Green_2021,Total,2039,9.473
BNEF-NEO-Green_2021,Total,2040,8.318
BNEF-NEO-Green_2021,Total,2041,7.225
BNEF-NEO-Green_2021,Total,2042,6.258
BNEF-NEO-Green_2021,Total,2043,5.352
BNEF-NEO-Green_2021,Total,2044,4.492
BNEF-NEO-Green_2021,Total,2045,3.69
BNEF-NEO-Green_2021,Total,2046,2.93
BNEF-NEO-Green_2021,Total,2047,2.188
BNEF-NEO-Green_2021,Total,2048,1.468
BNEF-NEO-Green_2021,Total,2049,0.786
BNEF-NEO-Green_2021,Total,2050,0
BNEF-NEO-Red_2021,Buildings,2020,8.103
BNEF-NEO-Red_2021,Buildings,2021,8.297
BNEF-NEO-Red_2021,Buildings,2022,8.258
BNEF-NEO-Red_2021,Buildings,2023,8.081
BNEF-NEO-Red_2021,Buildings,2024,7.896
BNEF-NEO-Red_2021,Buildings,2025,7.518
BNEF-NEO-Red_2021,Buildings,2026,7.131
BNEF-NEO-Red_2021,Buildings,2027,6.665
BNEF-NEO-Red_2021,Buildings,2028,5.914
BNEF-NEO-Red_2021,Buildings,2029,5.264
BNEF-NEO-Red_2021,Buildings,2030,4.735
BNEF-NEO-Red_2021,Buildings,2031,4.351
BNEF-NEO-Red_2021,Buildings,2032,4
BNEF-NEO-Red_2021,Buildings,2033,3.668
BNEF-NEO-Red_2021,Buildings,2034,3.359
BNEF-NEO-Red_2021,Buildings,2035,3.075
BNEF-NEO-Red_2021,Buildings,2036,2.813
BNEF-NEO-Red_2021,Buildings,2037,2.565
BNEF-NEO-Red_2021,Buildings,2038,2.342
BNEF-NEO-Red_2021,Buildings,2039,2.127
BNEF-NEO-Red_2021,Buildings,2040,1.928
BNEF-NEO-Red_2021,Buildings,2041,1.732
BNEF-NEO-Red_2021,Buildings,2042,1.542
BNEF-NEO-Red_2021,Buildings,2043,1.354
BNEF-NEO-Red_2021,Buildings,2044,1.169
BNEF-NEO-Red_2021,Buildings,2045,0.983
BNEF-NEO-Red_2021,Buildings,2046,0.798
BNEF-NEO-Red_2021,Buildings,2047,0.61
BNEF-NEO-Red_2021,Buildings,2048,0.426
BNEF-NEO-Red_2021,Buildings,2049,0.248
BNEF-NEO-Red_2021,Buildings,2050,0
BNEF-NEO-Red_2021,Transportation,2020,7.078
BNEF-NEO-Red_2021,Transportation,2021,7.825
BNEF-NEO-Red_2021,Transportation,2022,8.282
BNEF-NEO-Red_2021,Transportation,2023,8.385
BNEF-NEO-Red_2021,Transportation,2024,8.477
BNEF-NEO-Red_2021,Transportation,2025,8.496
BNEF-NEO-Red_2021,Transportation,2026,8.458
BNEF-NEO-Red_2021,Transportation,2027,8.363
BNEF-NEO-Red_2021,Transportation,2028,8.164
BNEF-NEO-Red_2021,Transportation,2029,7.951
BNEF-NEO-Red_2021,Transportation,2030,7.648
BNEF-NEO-Red_2021,Transportation,2031,7.293
BNEF-NEO-Red_2021,Transportation,2032,6.832
BNEF-NEO-Red_2021,Transportation,2033,6.341
BNEF-NEO-Red_2021,Transportation,2034,5.765
BNEF-NEO-Red_2021,Transportation,2035,5.168
BNEF-NEO-Red_2021,Transportation,2036,4.557
BNEF-NEO-Red_2021,Transportation,2037,3.97
BNEF-NEO-Red_2021,Transportation,2038,3.413
BNEF-NEO-Red_2021,Transportation,2039,2.897
BNEF-NEO-Red_2021,Transportation,2040,2.432
BNEF-NEO-Red_2021,Transportation,2041,2.008
BNEF-NEO-Red_2021,Transportation,2042,1.647
BNEF-NEO-Red_2021,Transportation,2043,1.335
BNEF-NEO-Red_2021,Transportation,2044,1.068
BNEF-NEO-Red_2021,Transportation,2045,0.839
BNEF-NEO-Red_2021,Transportation,2046,0.643
BNEF-NEO-Red_2021,Transportation,2047,0.467
BNEF-NEO-Red_2021,Transportation,2048,0.31
BNEF-NEO-Red_2021,Transportation,2049,0.167
BNEF-NEO-Red_2021,Transportation,2050,0
BNEF-NEO-Red_2021,Industry,2020,11.723
BNEF-NEO-Red_2021,Industry,2021,11.828
BNEF-NEO-Red_2021,Industry,2022,12.067
BNEF-NEO-Red_2021,Industry,2023,12.075
BNEF-NEO-Red_2021,Industry,2024,12.037
BNEF-NEO-Red_2021,Industry,2025,11.751
BNEF-NEO-Red_2021,Industry,2026,11.37
BNEF-NEO-Red_2021,Industry,2027,10.811
BNEF-NEO-Red_2021,Industry,2028,9.783
BNEF-NEO-Red_2021,Industry,2029,8.985
BNEF-NEO-Red_2021,Industry,2030,8.4
BNEF-NEO-Red_2021,Industry,2031,7.92
BNEF-NEO-Red_2021,Industry,2032,7.36
BNEF-NEO-Red_2021,Industry,2033,6.805
BNEF-NEO-Red_2021,Industry,2034,6.269
BNEF-NEO-Red_2021,Industry,2035,5.736
BNEF-NEO-Red_2021,Industry,2036,5.282
BNEF-NEO-Red_2021,Industry,2037,4.837
BNEF-NEO-Red_2021,Industry,2038,4.427
BNEF-NEO-Red_2021,Industry,2039,4.026
BNEF-NEO-Red_2021,Industry,2040,3.641
BNEF-NEO-Red_2021,Industry,2041,3.265
BNEF-NEO-Red_2021,Industry,2042,2.894
BNEF-NEO-Red_2021,Industry,2043,2.526
BNEF-NEO-Red_2021,Industry,2044,2.161
BNEF-NEO-Red_2021,Industry,2045,1.799
BNEF-NEO-Red_2021,Industry,2046,1.441
BNEF-NEO-Red_2021,Industry,2047,1.082
BNEF-NEO-Red_2021,Industry,2048,0.73
BNEF-NEO-Red_2021,Industry,2049,0.388
BNEF-NEO-Red_2021,Industry,2050,0
BNEF-NEO-Red_2021,Total,2020,29.799
BNEF-NEO-Red_2021,Total,2021,31.04
BNEF-NEO-Red_2021,Total,2022,31.757
BNEF-NEO-Red_2021,Total,2023,31.678
BNEF-NEO-Red_2021,Total,2024,31.532
BNEF-NEO-Red_2021,Total,2025,30.849
BNEF-NEO-Red_2021,Total,2026,29.984
BNEF-NEO-Red_2021,Total,2027,28.748
BNEF-NEO-Red_2021,Total,2028,26.554
BNEF-NEO-Red_2021,Total,2029,24.697
BNEF-NEO-Red_2021,Total,2030,23.106
BNEF-NEO-Red_2021,Total,2031,21.682
BNEF-NEO-Red_2021,Total,2032,20.099
BNEF-NEO-Red_2021,Total,2033,18.519
BNEF-NEO-Red_2021,Total,2034,16.905
BNEF-NEO-Red_2021,Total,2035,15.313
BNEF-NEO-Red_2021,Total,2036,13.824
BNEF-NEO-Red_2021,Total,2037,12.398
BNEF-NEO-Red_2021,Total,2038,11.078
BNEF-NEO-Red_2021,Total,2039,9.832
BNEF-NEO-Red_2021,Total,2040,8.678
BNEF-NEO-Red_2021,Total,2041,7.589
BNEF-NEO-Red_2021,Total,2042,6.581
BNEF-NEO-Red_2021,Total,2043,5.636
BNEF-NEO-Red_2021,Total,2044,4.746
BNEF-NEO-Red_2021,Total,2045,3.899
BNEF-NEO-Red_2021,Total,2046,3.097
BNEF-NEO-Red_2021,Total,2047,2.315
BNEF-NEO-Red_2021,Total,2048,1.567
BNEF-NEO-Red_2021,Total,2049,0.854
BNEF-NEO-Red_2021,Total,2050,0
IEA-WEO-STEPS_2021,Buildings,2020,2.91722
IEA-WEO-STEPS_2021,Buildings,2021,2.89607
IEA-WEO-STEPS_2021,Buildings,2022,2.87492
IEA-WEO-STEPS_2021,Buildings,2023,2.85377
IEA-WEO-STEPS_2021,Buildings,2024,2.83262
IEA-WEO-STEPS_2021,Buildings,2025,2.81147
IEA-WEO-STEPS_2021,Buildings,2026,2.79032
IEA-WEO-STEPS_2021,Buildings,2027,2.76917
IEA-WEO-STEPS_2021,Buildings,2028,2.74802
IEA-WEO-STEPS_2021,Buildings,2029,2.72687
IEA-WEO-STEPS_2021,Buildings,2030,2.70572
IEA-WEO-STEPS_2021,Buildings,2031,2.694735
IEA-WEO-STEPS_2021,Buildings,2032,2.68375
IEA-WEO-STEPS_2021,Buildings,2033,2.672765
IEA-WEO-STEPS_2021,Buildings,2034,2.66178
IEA-WEO-STEPS_2021,Buildings,2035,2.650795
IEA-WEO-STEPS_2021,Buildings,2036,2.63981
IEA-WEO-STEPS_2021,Buildings,2037,2.628825
IEA-WEO-STEPS_2021,Buildings,2038,2.61784
IEA-WEO-STEPS_2021,Buildings,2039,2.606855
IEA-WEO-STEPS_2021,Buildings,2040,2.59587
IEA-WEO-STEPS_2021,Buildings,2041,2.585655
IEA-WEO-STEPS_2021,Buildings,2042,2.57544
IEA-WEO-STEPS_2021,Buildings,2043,2.565225
IEA-WEO-STEPS_2021,Buildings,2044,2.55501
IEA-WEO-STEPS_2021,Buildings,2045,2.544795
IEA-WEO-STEPS_2021,Buildings,2046,2.53458
IEA-WEO-STEPS_2021,Buildings,2047,2.524365
IEA-WEO-STEPS_2021,Buildings,2048,2.51415
IEA-WEO-STEPS_2021,Buildings,2049,2.503935
IEA-WEO-STEPS_2021,Buildings,2050,2.49372
IEA-WEO-STEPS_2021,Transportation,2020,7.10204
IEA-WEO-STEPS_2021,Transportation,2021,7.280452
IEA-WEO-STEPS_2021,Transportation,2022,7.458864
IEA-WEO-STEPS_2021,Transportation,2023,7.637276
IEA-WEO-STEPS_2021,Transportation,2024,7.815688
IEA-WEO-STEPS_2021,Transportation,2025,7.9941
IEA-WEO-STEPS_2021,Transportation,2026,8.172512
IEA-WEO-STEPS_2021,Transportation,2027,8.350924
IEA-WEO-STEPS_2021,Transportation,2028,8.529336
IEA-WEO-STEPS_2021,Transportation,2029,8.707748
IEA-WEO-STEPS_2021,Transportation,2030,8.88616
IEA-WEO-STEPS_2021,Transportation,2031,8.905708
IEA-WEO-STEPS_2021,Transportation,2032,8.925256
IEA-WEO-STEPS_2021,Transportation,2033,8.944804
IEA-WEO-STEPS_2021,Transportation,2034,8.964352
IEA-WEO-STEPS_2021,Transportation,2035,8.9839
IEA-WEO-STEPS_2021,Transportation,2036,9.003448
IEA-WEO-STEPS_2021,Transportation,2037,9.022996
IEA-WEO-STEPS_2021,Transportation,2038,9.042544
IEA-WEO-STEPS_2021,Transportation,2039,9.062092
IEA-WEO-STEPS_2021,Transportation,2040,9.08164
IEA-WEO-STEPS_2021,Transportation,2041,9.096418
IEA-WEO-STEPS_2021,Transportation,2042,9.111196
IEA-WEO-STEPS_2021,Transportation,2043,9.125974
IEA-WEO-STEPS_2021,Transportation,2044,9.140752
IEA-WEO-STEPS_2021,Transportation,2045,9.15553
IEA-WEO-STEPS_2021,Transportation,2046,9.170308
IEA-WEO-STEPS_2021,Transportation,2047,9.185086
IEA-WEO-STEPS_2021,Transportation,2048,9.199864
IEA-WEO-STEPS_2021,Transportation,2049,9.214642
IEA-WEO-STEPS_2021,Transportation,2050,9.22942
IEA-WEO-STEPS_2021,Industry,2020,8.73616
IEA-WEO-STEPS_2021,Industry,2021,8.870294
IEA-WEO-STEPS_2021,Industry,2022,9.004428
IEA-WEO-STEPS_2021,Industry,2023,9.138562
IEA-WEO-STEPS_2021,Industry,2024,9.272696
IEA-WEO-STEPS_2021,Industry,2025,9.40683
IEA-WEO-STEPS_2021,Industry,2026,9.540964
IEA-WEO-STEPS_2021,Industry,2027,9.675098
IEA-WEO-STEPS_2021,Industry,2028,9.809232
IEA-WEO-STEPS_2021,Industry,2029,9.943366
IEA-WEO-STEPS_2021,Industry,2030,10.0775
IEA-WEO-STEPS_2021,Industry,2031,10.10069
IEA-WEO-STEPS_2021,Industry,2032,10.12388
IEA-WEO-STEPS_2021,Industry,2033,10.14707
IEA-WEO-STEPS_2021,Industry,2034,10.17026
IEA-WEO-STEPS_2021,Industry,2035,10.19345
IEA-WEO-STEPS_2021,Industry,2036,10.21664
IEA-WEO-STEPS_2021,Industry,2037,10.23983
IEA-WEO-STEPS_2021,Industry,2038,10.26302
IEA-WEO-STEPS_2021,Industry,2039,10.28621
IEA-WEO-STEPS_2021,Industry,2040,10.3094
IEA-WEO-STEPS_2021,Industry,2041,10.28522
IEA-WEO-STEPS_2021,Industry,2042,10.26104
IEA-WEO-STEPS_2021,Industry,2043,10.23686
IEA-WEO-STEPS_2021,Industry,2044,10.21268
IEA-WEO-STEPS_2021,Industry,2045,10.1885
IEA-WEO-STEPS_2021,Industry,2046,10.16432
IEA-WEO-STEPS_2021,Industry,2047,10.14014
IEA-WEO-STEPS_2021,Industry,2048,10.11596
IEA-WEO-STEPS_2021,Industry,2049,10.09178
IEA-WEO-STEPS_2021,Industry,2050,10.0676
IEA-WEO-STEPS_2021,Total,2020,34.1561
IEA-WEO-STEPS_2021,Total,2021,34.36722
IEA-WEO-STEPS_2021,Total,2022,34.57834
IEA-WEO-STEPS_2021,Total,2023,34.78946
IEA-WEO-STEPS_2021,Total,2024,35.00058
IEA-WEO-STEPS_2021,Total,2025,35.2117
IEA-WEO-STEPS_2021,Total,2026,35.42282
IEA-WEO-STEPS_2021,Total,2027,35.63394
IEA-WEO-STEPS_2021,Total,2028,35.84506
IEA-WEO-STEPS_2021,Total,2029,36.05618
IEA-WEO-STEPS_2021,Total,2030,36.2673
IEA-WEO-STEPS_2021,Total,2031,36.17172
IEA-WEO-STEPS_2021,Total,2032,36.07614
IEA-WEO-STEPS_2021,Total,2033,35.98056
IEA-WEO-STEPS_2021,Total,2034,35.88498
IEA-WEO-STEPS_2021,Total,2035,35.7894
IEA-WEO-STEPS_2021,Total,2036,35.69382
IEA-WEO-STEPS_2021,Total,2037,35.59824
IEA-WEO-STEPS_2021,Total,2038,35.50266
IEA-WEO-STEPS_2021,Total,2039,35.40708
IEA-WEO-STEPS_2021,Total,2040,35.3115
IEA-WEO-STEPS_2021,Total,2041,35.17067
IEA-WEO-STEPS_2021,Total,2042,35.02984
IEA-WEO-STEPS_2021,Total,2043,34.88901
IEA-WEO-STEPS_2021,Total,2044,34.74818
IEA-WEO-STEPS_2021,Total,2045,34.60735
IEA-WEO-STEPS_2021,Total,2046,34.46652
IEA-WEO-STEPS_2021,Total,2047,34.32569
IEA-WEO-STEPS_2021,Total,2048,34.18486
IEA-WEO-STEPS_2021,Total,2049,34.04403
IEA-WEO-STEPS_2021,Total,2050,33.9032
IEA-WEO-AP_2021,Buildings,2020,2.91722
IEA-WEO-AP_2021,Buildings,2021,2.873104
IEA-WEO-AP_2021,Buildings,2022,2.828988
IEA-WEO-AP_2021,Buildings,2023,2.784872
IEA-WEO-AP_2021,Buildings,2024,2.740756
IEA-WEO-AP_2021,Buildings,2025,2.69664
IEA-WEO-AP_2021,Buildings,2026,2.652524
IEA-WEO-AP_2021,Buildings,2027,2.608408
IEA-WEO-AP_2021,Buildings,2028,2.564292
IEA-WEO-AP_2021,Buildings,2029,2.520176
IEA-WEO-AP_2021,Buildings,2030,2.47606
IEA-WEO-AP_2021,Buildings,2031,2.41866
IEA-WEO-AP_2021,Buildings,2032,2.36126
IEA-WEO-AP_2021,Buildings,2033,2.30386
IEA-WEO-AP_2021,Buildings,2034,2.24646
IEA-WEO-AP_2021,Buildings,2035,2.18906
IEA-WEO-AP_2021,Buildings,2036,2.13166
IEA-WEO-AP_2021,Buildings,2037,2.07426
IEA-WEO-AP_2021,Buildings,2038,2.01686
IEA-WEO-AP_2021,Buildings,2039,1.95946
IEA-WEO-AP_2021,Buildings,2040,1.90206
IEA-WEO-AP_2021,Buildings,2041,1.870754
IEA-WEO-AP_2021,Buildings,2042,1.839448
IEA-WEO-AP_2021,Buildings,2043,1.808142
IEA-WEO-AP_2021,Buildings,2044,1.776836
IEA-WEO-AP_2021,Buildings,2045,1.74553
IEA-WEO-AP_2021,Buildings,2046,1.714224
IEA-WEO-AP_2021,Buildings,2047,1.682918
IEA-WEO-AP_2021,Buildings,2048,1.651612
IEA-WEO-AP_2021,Buildings,2049,1.620306
IEA-WEO-AP_2021,Buildings,2050,1.589
IEA-WEO-AP_2021,Total,2020,34.1561
IEA-WEO-AP_2021,Total,2021,34.10444
IEA-WEO-AP_2021,Total,2022,34.05278
IEA-WEO-AP_2021,Total,2023,34.00112
IEA-WEO-AP_2021,Total,2024,33.94946
IEA-WEO-AP_2021,Total,2025,33.8978
IEA-WEO-AP_2021,Total,2026,33.84614
IEA-WEO-AP_2021,Total,2027,33.79448
IEA-WEO-AP_2021,Total,2028,33.74282
IEA-WEO-AP_2021,Total,2029,33.69116
IEA-WEO-AP_2021,Total,2030,33.6395
IEA-WEO-AP_2021,Total,2031,32.9477
IEA-WEO-AP_2021,Total,2032,32.2559
IEA-WEO-AP_2021,Total,2033,31.5641
IEA-WEO-AP_2021,Total,2034,30.8723
IEA-WEO-AP_2021,Total,2035,30.1805
IEA-WEO-AP_2021,Total,2036,29.4887
IEA-WEO-AP_2021,Total,2037,28.7969
IEA-WEO-AP_2021,Total,2038,28.1051
IEA-WEO-AP_2021,Total,2039,27.4133
IEA-WEO-AP_2021,Total,2040,26.7215
IEA-WEO-AP_2021,Total,2041,26.1219
IEA-WEO-AP_2021,Total,2042,25.5223
IEA-WEO-AP_2021,Total,2043,24.9227
IEA-WEO-AP_2021,Total,2044,24.3231
IEA-WEO-AP_2021,Total,2045,23.7235
IEA-WEO-AP_2021,Total,2046,23.1239
IEA-WEO-AP_2021,Total,2047,22.5243
IEA-WEO-AP_2021,Total,2048,21.9247
IEA-WEO-AP_2021,Total,2049,21.3251
IEA-WEO-AP_2021,Total,2050,20.7255
IEA-WEO-AP_2021,Industry,2020,8.73616
IEA-WEO-AP_2021,Industry,2021,8.828604
IEA-WEO-AP_2021,Industry,2022,8.921048
IEA-WEO-AP_2021,Industry,2023,9.013492
IEA-WEO-AP_2021,Industry,2024,9.105936
IEA-WEO-AP_2021,Industry,2025,9.19838
IEA-WEO-AP_2021,Industry,2026,9.290824
IEA-WEO-AP_2021,Industry,2027,9.383268
IEA-WEO-AP_2021,Industry,2028,9.475712
IEA-WEO-AP_2021,Industry,2029,9.568156
IEA-WEO-AP_2021,Industry,2030,9.6606
IEA-WEO-AP_2021,Industry,2031,9.490313
IEA-WEO-AP_2021,Industry,2032,9.320026
IEA-WEO-AP_2021,Industry,2033,9.149739
IEA-WEO-AP_2021,Industry,2034,8.979452
IEA-WEO-AP_2021,Industry,2035,8.809165
IEA-WEO-AP_2021,Industry,2036,8.638878
IEA-WEO-AP_2021,Industry,2037,8.468591
IEA-WEO-AP_2021,Industry,2038,8.298304
IEA-WEO-AP_2021,Industry,2039,8.128017
IEA-WEO-AP_2021,Industry,2040,7.95773
IEA-WEO-AP_2021,Industry,2041,7.810274
IEA-WEO-AP_2021,Industry,2042,7.662818
IEA-WEO-AP_2021,Industry,2043,7.515362
IEA-WEO-AP_2021,Industry,2044,7.367906
IEA-WEO-AP_2021,Industry,2045,7.22045
IEA-WEO-AP_2021,Industry,2046,7.072994
IEA-WEO-AP_2021,Industry,2047,6.925538
IEA-WEO-AP_2021,Industry,2048,6.778082
IEA-WEO-AP_2021,Industry,2049,6.630626
IEA-WEO-AP_2021,Industry,2050,6.48317
IEA-WEO-AP_2021,Transportation,2020,7.10204
IEA-WEO-AP_2021,Transportation,2021,7.206703
IEA-WEO-AP_2021,Transportation,2022,7.311366
IEA-WEO-AP_2021,Transportation,2023,7.416029
IEA-WEO-AP_2021,Transportation,2024,7.520692
IEA-WEO-AP_2021,Transportation,2025,7.625355
IEA-WEO-AP_2021,Transportation,2026,7.730018
IEA-WEO-AP_2021,Transportation,2027,7.834681
IEA-WEO-AP_2021,Transportation,2028,7.939344
IEA-WEO-AP_2021,Transportation,2029,8.044007
IEA-WEO-AP_2021,Transportation,2030,8.14867
IEA-WEO-AP_2021,Transportation,2031,8.03499
IEA-WEO-AP_2021,Transportation,2032,7.92131
IEA-WEO-AP_2021,Transportation,2033,7.80763
IEA-WEO-AP_2021,Transportation,2034,7.69395
IEA-WEO-AP_2021,Transportation,2035,7.58027
IEA-WEO-AP_2021,Transportation,2036,7.46659
IEA-WEO-AP_2021,Transportation,2037,7.35291
IEA-WEO-AP_2021,Transportation,2038,7.23923
IEA-WEO-AP_2021,Transportation,2039,7.12555
IEA-WEO-AP_2021,Transportation,2040,7.01187
IEA-WEO-AP_2021,Transportation,2041,6.944597
IEA-WEO-AP_2021,Transportation,2042,6.877324
IEA-WEO-AP_2021,Transportation,2043,6.810051
IEA-WEO-AP_2021,Transportation,2044,6.742778
IEA-WEO-AP_2021,Transportation,2045,6.675505
IEA-WEO-AP_2021,Transportation,2046,6.608232
IEA-WEO-AP_2021,Transportation,2047,6.540959
IEA-WEO-AP_2021,Transportation,2048,6.473686
IEA-WEO-AP_2021,Transportation,2049,6.406413
IEA-WEO-AP_2021,Transportation,2050,6.33914